"main_sound","level","hanja","meaning","radical","strokes","total_strokes","unicode_decimal","unicode_hex","unicode_escape"
"엄","4급","嚴","[[['엄할'], ['엄']]]","口","17","20","22196","56B4","U+56B4"
"엄","1급","掩","[[['가릴'], ['엄']]]","手","8","11","25513","63A9","U+63A9"
"엄","1급","奄","[[['문득'], ['엄']]]","大","5","8","22852","5944","U+5944"
"엄","1급","儼","[[['엄연할'], ['엄']]]","人","20","22","20796","513C","U+513C"
"엄","특급Ⅱ","淹","[[['담글'], ['엄']]]","水","8","11","28153","6DF9","U+6DF9"
"엄","특급Ⅱ","俺","[[['나'], ['엄']]]","人","8","10","20474","4FFA","U+4FFA"
"엄","특급","閹","[[['고자', '내시'], ['엄']]]","門","8","16","38329","95B9","U+95B9"
"엄","특급","揜","[[['가릴'], ['엄']]]","手","9","12","25564","63DC","U+63DC"
"엄","특급","渰","[[['구름일'], ['엄']]]","水","9","12","28208","6E30","U+6E30"
"업","6급Ⅱ","業","[[['업'], ['업']]]","木","9","13","26989","696D","U+696D"
"업","특급Ⅱ","嶪","[[['산높을'], ['업']]]","山","13","16","23978","5DAA","U+5DAA"
"여","4급Ⅱ","餘","[[['남을'], ['여']]]","食","7","16","39192","9918","U+9918"
"여","4급Ⅱ","如","[[['같을'], ['여']]]","女","3","6","22914","5982","U+5982"
"여","4급","與","[[['더불', '줄'], ['여']]]","臼","7","14","33287","8207","U+8207"
"여","3급","輿","[[['수레'], ['여']]]","車","10","17","36671","8F3F","U+8F3F"
"여","3급","汝","[[['너'], ['여']]]","水","3","6","27741","6C5D","U+6C5D"
"여","3급","余","[[['나'], ['여']]]","人","5","7","20313","4F59","U+4F59"
"여","3급","予","[[['나'], ['여']]]","亅","3","4","20104","4E88","U+4E88"
"여","특급Ⅱ","璵","[[['옥'], ['여']]]","玉","14","18","29877","74B5","U+74B5"
"여","특급Ⅱ","艅","[[['배이름'], ['여']]]","舟","7","13","33349","8245","U+8245"
"여","특급Ⅱ","轝","[[['수레[輿]'], ['여']]]","車","14","21","36701","8F5D","U+8F5D"
"여","특급Ⅱ","歟","[[['어조사'], ['여']]]","欠","14","18","27487","6B5F","U+6B5F"
"여","특급Ⅱ","茹","[[['꼭두서니'], ['여']]]","艸","6","10","33593","8339","U+8339"
"여","특급Ⅱ","礖","[[['돌'], ['여']]]","石","14","19","30998","7916","U+7916"
"여","특급","旟","[[['기'], ['여']]]","方","16","20","26079","65DF","U+65DF"
"여","특급","鸒","[[['갈까마귀'], ['여']]]","鳥","14","25","40466","9E12","U+9E12"
"여","특급","洳","[[['물이름', '축축할'], ['여']]]","水","6","9","27955","6D33","U+6D33"
"여","특급","畬","[[['세해된밭'], ['여']], [['따비밭'], ['사']]]","田","7","12","30060","756C","U+756C"
"역","4급Ⅱ","逆","[[['거스릴'], ['역']]]","辵","6","10","36870","9006","U+9006"
"역","4급","域","[[['지경'], ['역']]]","土","8","11","22495","57DF","U+57DF"
"역","4급","易","[[['바꿀'], ['역']], [['쉬울'], ['이']]]","日","4","8","26131","6613","U+6613"
"역","3급Ⅱ","疫","[[['전염병'], ['역']]]","疒","4","9","30123","75AB","U+75AB"
"역","3급Ⅱ","亦","[[['또'], ['역']]]","亠","4","6","20134","4EA6","U+4EA6"
"역","3급Ⅱ","役","[[['부릴'], ['역']]]","彳","4","7","24441","5F79","U+5F79"
"역","3급Ⅱ","譯","[[['번역할'], ['역']]]","言","13","20","35695","8B6F","U+8B6F"
"역","3급Ⅱ","驛","[[['역'], ['역']]]","馬","13","23","39515","9A5B","U+9A5B"
"역","1급","繹","[[['풀[解]'], ['역']]]","糸","13","19","32377","7E79","U+7E79"
"역","특급","鷊","[[['칠면조'], ['역']]]","鳥","10","21","40394","9DCA","U+9DCA"
"역","특급","鶂","[[['거위소리'], ['역']], [['거위소리'], ['예']]]","鳥","8","19","40322","9D82","U+9D82"
"역","특급","罭","[[['물고기그물'], ['역']]]","网","8","13","32621","7F6D","U+7F6D"
"역","특급","埸","[[['지경', '밭두둑'], ['역']]]","土","8","11","22520","57F8","U+57F8"
"역","특급","嶧","[[['산이름'], ['역']]]","山","13","16","23975","5DA7","U+5DA7"
"역","특급","棫","[[['두릅나무'], ['역']]]","木","8","12","26859","68EB","U+68EB"
"역","특급","晹","[[['햇살약할'], ['역']]]","日","8","12","26233","6679","U+6679"
"역","특급","淢","[[['빨리흐를'], ['역']], [['해자'], ['혁']]]","水","8","11","28130","6DE2","U+6DE2"
"역","특급","緎","[[['혼솔'], ['역']]]","糸","8","14","32206","7DCE","U+7DCE"
"역","특급","懌","[[['기뻐할'], ['역']]]","心","13","16","25036","61CC","U+61CC"
"역","특급","閾","[[['문지방'], ['역']]]","門","8","16","38334","95BE","U+95BE"
"연","7급","然","[[['그럴'], ['연']]]","火","8","12","28982","7136","U+7136"
"연","4급Ⅱ","煙","[[['연기'], ['연']]]","火","9","13","29017","7159","U+7159"
"연","4급Ⅱ","硏","[[['갈'], ['연']]]","石","6","11","30799","784F","U+784F"
"연","4급Ⅱ","演","[[['펼'], ['연']]]","水","11","14","28436","6F14","U+6F14"
"연","4급","燃","[[['탈'], ['연']]]","火","12","16","29123","71C3","U+71C3"
"연","4급","鉛","[[['납'], ['연']]]","金","5","13","37467","925B","U+925B"
"연","4급","緣","[[['인연'], ['연']]]","糸","9","15","32227","7DE3","U+7DE3"
"연","4급","延","[[['늘일'], ['연']]]","廴","4","7","24310","5EF6","U+5EF6"
"연","3급Ⅱ","沿","[[['물따라갈', '따를'], ['연']]]","水","5","8","27839","6CBF","U+6CBF"
"연","3급Ⅱ","軟","[[['연할'], ['연']]]","車","4","11","36575","8EDF","U+8EDF"
"연","3급Ⅱ","宴","[[['잔치'], ['연']]]","宀","7","10","23476","5BB4","U+5BB4"
"연","3급Ⅱ","燕","[[['제비'], ['연']]]","火","12","16","29141","71D5","U+71D5"
"연","2급","硯","[[['벼루'], ['연']]]","石","7","12","30831","786F","U+786F"
"연","2급","衍","[[['넓을'], ['연']]]","行","3","9","34893","884D","U+884D"
"연","2급","姸","[[['고울'], ['연']]]","女","6","9","23032","59F8","U+59F8"
"연","2급","淵","[[['못'], ['연']]]","水","9","12","28149","6DF5","U+6DF5"
"연","1급","鳶","[[['솔개'], ['연']]]","鳥","3","14","40182","9CF6","U+9CF6"
"연","1급","捐","[[['버릴'], ['연']]]","手","7","10","25424","6350","U+6350"
"연","1급","筵","[[['대자리'], ['연']]]","竹","7","13","31605","7B75","U+7B75"
"연","1급","椽","[[['서까래'], ['연']]]","木","9","13","26941","693D","U+693D"
"연","특급Ⅱ","嚥","[[['침삼킬'], ['연']]]","口","16","19","22181","56A5","U+56A5"
"연","특급Ⅱ","縯","[[['길'], ['연']], [['당길'], ['인']]]","糸","11","17","32303","7E2F","U+7E2F"
"연","특급Ⅱ","烟","[[['연기[煙 ]'], ['연']]]","火","6","10","28895","70DF","U+70DF"
"연","특급Ⅱ","涓","[[['졸졸흐를'], ['연']]]","水","7","10","28051","6D93","U+6D93"
"연","특급Ⅱ","挻","[[['당길'], ['연']]]","手","7","10","25403","633B","U+633B"
"연","특급Ⅱ","堧","[[['빈땅'], ['연']]]","土","9","12","22567","5827","U+5827"
"연","특급Ⅱ","沇","[[['물이름'], ['연']]]","水","4","7","27783","6C87","U+6C87"
"연","특급Ⅱ","娟","[[['예쁠'], ['연']]]","女","7","10","23071","5A1F","U+5A1F"
"연","특급Ⅱ","涎","[[['침'], ['연']]]","水","7","10","28046","6D8E","U+6D8E"
"연","특급","醼","[[['잔치'], ['연']]]","酉","16","23","37308","91BC","U+91BC"
"연","특급","蜎","[[['벌레꿈틀거릴'], ['연']]]","虫","7","13","34574","870E","U+870E"
"연","특급","掾","[[['아전'], ['연']]]","手","9","12","25534","63BE","U+63BE"
"연","특급","悁","[[['성낼'], ['연']], [['조급할'], ['견']]]","心","7","10","24705","6081","U+6081"
"연","특급","兗","[[['땅이름'], ['연']]]","儿","7","9","20823","5157","U+5157"
"열","5급","熱","[[['더울'], ['열']]]","火","11","15","29105","71B1","U+71B1"
"열","3급Ⅱ","悅","[[['기쁠'], ['열']]]","心","7","10","24709","6085","U+6085"
"열","3급","閱","[[['볼[覽]'], ['열']]]","門","7","15","38321","95B1","U+95B1"
"열","특급","噎","[[['목멜'], ['열']]]","口","12","15","22094","564E","U+564E"
"염","3급Ⅱ","染","[[['물들'], ['염']]]","木","5","9","26579","67D3","U+67D3"
"염","3급Ⅱ","鹽","[[['소금'], ['염']]]","鹵","13","24","40573","9E7D","U+9E7D"
"염","3급Ⅱ","炎","[[['불꽃'], ['염']]]","火","4","8","28814","708E","U+708E"
"염","2급","厭","[[['싫어할'], ['염']]]","厂","12","14","21421","53AD","U+53AD"
"염","2급","閻","[[['마을'], ['염']]]","門","8","16","38331","95BB","U+95BB"
"염","1급","焰","[[['불꽃'], ['염']]]","火","8","12","28976","7130","U+7130"
"염","1급","艶","[[['고울'], ['염']]]","色","13","19","33398","8276","U+8276"
"염","특급Ⅱ","剡","[[['날카로울'], ['염']]]","刀","8","10","21089","5261","U+5261"
"염","특급Ⅱ","琰","[[['옥'], ['염']]]","玉","8","12","29744","7430","U+7430"
"염","특급Ⅱ","苒","[[['풀우거질'], ['염']]]","艸","5","9","33490","82D2","U+82D2"
"염","특급Ⅱ","髥","[[['구레나룻'], ['염']]]","髟","4","14","39653","9AE5","U+9AE5"
"염","특급","艷","[[['고울'], ['염[艶]']]]","色","18","24","33399","8277","U+8277"
"염","특급","饜","[[['싫을', '배부를'], ['염']]]","食","14","23","39260","995C","U+995C"
"염","특급","焱","[[['불꽃'], ['염']], [['불꽃'], ['혁']]]","火","8","12","28977","7131","U+7131"
"염","특급","檿","[[['산뽕나무'], ['염']]]","木","14","18","27327","6ABF","U+6ABF"
"염","특급","燄","[[['불당길'], ['염']]]","火","12","16","29124","71C4","U+71C4"
"염","특급","冉","[[['나아갈'], ['염']]]","冂","3","5","20873","5189","U+5189"
"엽","5급","葉","[[['잎'], ['엽']]]","艸","9","13","33865","8449","U+8449"
"엽","2급","燁","[[['빛날'], ['엽']]]","火","11","15","29121","71C1","U+71C1"
"엽","특급Ⅱ","曄","[[['빛날'], ['엽']]]","日","11","15","26308","66C4","U+66C4"
"엽","특급","饁","[[['들밥먹일'], ['엽']]]","食","10","19","39233","9941","U+9941"
"엽","특급","爗","[[['빛날'], ['엽']]]","火","15","19","29207","7217","U+7217"
"영","6급","英","[[['꽃부리'], ['영']]]","艸","5","9","33521","82F1","U+82F1"
"영","6급","永","[[['길'], ['영']]]","水","1","5","27704","6C38","U+6C38"
"영","4급Ⅱ","榮","[[['영화'], ['영']]]","木","10","14","27054","69AE","U+69AE"
"영","4급","迎","[[['맞을'], ['영']]]","辵","4","8","36814","8FCE","U+8FCE"
"영","4급","映","[[['비칠'], ['영']]]","日","5","9","26144","6620","U+6620"
"영","4급","營","[[['경영할'], ['영']]]","火","13","17","29151","71DF","U+71DF"
"영","3급Ⅱ","影","[[['그림자'], ['영']]]","彡","12","15","24433","5F71","U+5F71"
"영","3급","詠","[[['읊을'], ['영']]]","言","5","12","35424","8A60","U+8A60"
"영","3급","泳","[[['헤엄칠'], ['영']]]","水","5","8","27891","6CF3","U+6CF3"
"영","2급","盈","[[['찰[滿]'], ['영']]]","皿","4","9","30408","76C8","U+76C8"
"영","2급","瑛","[[['옥빛'], ['영']]]","玉","9","13","29787","745B","U+745B"
"영","2급","暎","[[['비칠'], ['영']]]","日","9","13","26254","668E","U+668E"
"영","1급","嬰","[[['어린아이'], ['영']]]","女","14","17","23344","5B30","U+5B30"
"영","특급Ⅱ","渶","[[['물이름'], ['영']]]","水","9","12","28214","6E36","U+6E36"
"영","특급Ⅱ","濚","[[['물졸졸흐를'], ['영']]]","水","14","17","28634","6FDA","U+6FDA"
"영","특급Ⅱ","嶸","[[['산가파를'], ['영']]]","山","14","17","23992","5DB8","U+5DB8"
"영","특급Ⅱ","楹","[[['기둥'], ['영']]]","木","9","13","27001","6979","U+6979"
"영","특급Ⅱ","塋","[[['무덤'], ['영']]]","土","10","13","22603","584B","U+584B"
"영","특급Ⅱ","潁","[[['물이름'], ['영']]]","水","11","15","28481","6F41","U+6F41"
"영","특급Ⅱ","瀛","[[['바다'], ['영']]]","水","16","19","28699","701B","U+701B"
"영","특급Ⅱ","煐","[[['빛날'], ['영']]]","火","9","13","29008","7150","U+7150"
"영","특급Ⅱ","鍈","[[['방울소리'], ['영']]]","金","9","17","37704","9348","U+9348"
"영","특급Ⅱ","纓","[[['갓끈'], ['영']]]","糸","17","23","32403","7E93","U+7E93"
"영","특급Ⅱ","瓔","[[['옥돌'], ['영']]]","玉","17","21","29908","74D4","U+74D4"
"영","특급Ⅱ","瀯","[[['물소리'], ['영']]]","水","17","20","28719","702F","U+702F"
"영","특급Ⅱ","霙","[[['진눈깨비'], ['영']]]","雨","9","17","38681","9719","U+9719"
"영","특급Ⅱ","穎","[[['이삭'], ['영']]]","禾","11","16","31310","7A4E","U+7A4E"
"영","특급","咏","[[['읊을'], ['영']]]","口","5","8","21647","548F","U+548F"
"영","특급","嬴","[[['가득할'], ['영']]]","女","13","16","23348","5B34","U+5B34"
"영","특급","縈","[[['얽힐'], ['영']]]","糸","10","16","32264","7E08","U+7E08"
"영","특급","贏","[[['남을'], ['영']]]","貝","13","20","36111","8D0F","U+8D0F"
"영","특급","郢","[[['땅이름'], ['영']]]","邑","7","10","37090","90E2","U+90E2"
"영","특급","攖","[[['찌를', '가까이할'], ['영']]]","手","17","20","25878","6516","U+6516"
"예","4급Ⅱ","藝","[[['재주'], ['예']]]","艸","15","19","34269","85DD","U+85DD"
"예","4급","豫","[[['미리'], ['예']]]","豕","9","16","35947","8C6B","U+8C6B"
"예","3급Ⅱ","譽","[[['기릴', '명예'], ['예']]]","言","14","21","35709","8B7D","U+8B7D"
"예","3급","銳","[[['날카로울'], ['예']]]","金","7","15","37555","92B3","U+92B3"
"예","2급","預","[[['맡길', '미리'], ['예']]]","頁","4","13","38928","9810","U+9810"
"예","2급","芮","[[['성(姓)'], ['예']]]","艸","4","8","33454","82AE","U+82AE"
"예","2급","睿","[[['슬기'], ['예']]]","目","9","14","30591","777F","U+777F"
"예","2급","濊","[[['종족이름'], ['예']]]","水","13","16","28618","6FCA","U+6FCA"
"예","1급","詣","[[['이를[至]'], ['예']]]","言","6","13","35427","8A63","U+8A63"
"예","1급","曳","[[['끌'], ['예']]]","曰","2","6","26355","66F3","U+66F3"
"예","1급","穢","[[['더러울'], ['예']]]","禾","13","18","31330","7A62","U+7A62"
"예","1급","裔","[[['후손'], ['예']]]","衣","7","13","35028","88D4","U+88D4"
"예","특급Ⅱ","刈","[[['벨'], ['예']]]","刀","2","4","21000","5208","U+5208"
"예","특급Ⅱ","乂","[[['깎을'], ['예']]]","丿","1","2","20034","4E42","U+4E42"
"예","특급Ⅱ","霓","[[['암무지개'], ['예']]]","雨","8","16","38675","9713","U+9713"
"예","특급Ⅱ","倪","[[['어릴'], ['예']]]","人","8","10","20522","502A","U+502A"
"예","특급Ⅱ","叡","[[['밝을'], ['예']]]","又","14","16","21473","53E1","U+53E1"
"예","특급Ⅱ","汭","[[['물굽이'], ['예']]]","水","4","7","27757","6C6D","U+6C6D"
"예","특급Ⅱ","蘂","[[['꽃술[蕊]'], ['예']]]","艸","16","20","34306","8602","U+8602"
"예","특급Ⅱ","猊","[[['사자'], ['예']]]","犬","8","11","29450","730A","U+730A"
"예","특급","瘞","[[['묻을'], ['예']]]","疒","10","15","30238","761E","U+761E"
"예","특급","輗","[[['멍에막이'], ['예']]]","車","8","15","36631","8F17","U+8F17"
"예","특급","羿","[[['사람이름'], ['예']]]","羽","3","9","32703","7FBF","U+7FBF"
"예","특급","橤","[[['드리울'], ['예']]]","木","12","16","27236","6A64","U+6A64"
"예","특급","堄","[[['성가퀴'], ['예']]]","土","8","11","22532","5804","U+5804"
"예","특급","勩","[[['수고로울'], ['예']], [['수고로울'], ['이']]]","力","12","14","21225","52E9","U+52E9"
"예","특급","麑","[[['사슴새끼'], ['예']]]","鹿","8","19","40593","9E91","U+9E91"
"예","특급","鷖","[[['갈매기'], ['예']]]","鳥","11","22","40406","9DD6","U+9DD6"
"예","특급","蚋","[[['모기'], ['예']]]","虫","4","10","34443","868B","U+868B"
"예","특급","蕊","[[['꽃술'], ['예']]]","艸","12","16","34122","854A","U+854A"
"예","특급","翳","[[['가릴'], ['예']]]","羽","11","17","32755","7FF3","U+7FF3"
"예","특급","睨","[[['흘겨볼'], ['예']]]","目","8","13","30568","7768","U+7768"
"예","특급","蓺","[[['심을'], ['예']]]","艸","11","15","34042","84FA","U+84FA"
"오","8급","五","[[['다섯'], ['오']]]","二","2","4","20116","4E94","U+4E94"
"오","7급Ⅱ","午","[[['낮'], ['오']]]","十","2","4","21320","5348","U+5348"
"오","4급Ⅱ","誤","[[['그르칠'], ['오']]]","言","7","14","35492","8AA4","U+8AA4"
"오","3급Ⅱ","烏","[[['까마귀'], ['오']]]","火","6","10","28879","70CF","U+70CF"
"오","3급Ⅱ","悟","[[['깨달을'], ['오']]]","心","7","10","24735","609F","U+609F"
"오","3급","嗚","[[['슬플'], ['오']]]","口","10","13","21978","55DA","U+55DA"
"오","3급","娛","[[['즐길'], ['오']]]","女","7","10","23067","5A1B","U+5A1B"
"오","3급","吾","[[['나'], ['오']]]","口","4","7","21566","543E","U+543E"
"오","3급","傲","[[['거만할'], ['오']]]","人","11","13","20658","50B2","U+50B2"
"오","3급","汚","[[['더러울'], ['오']]]","水","3","6","27738","6C5A","U+6C5A"
"오","2급","梧","[[['오동나무'], ['오']]]","木","7","11","26791","68A7","U+68A7"
"오","2급","墺","[[['물가'], ['오']]]","土","13","16","22714","58BA","U+58BA"
"오","2급","吳","[[['성(姓)'], ['오']]]","口","4","7","21555","5433","U+5433"
"오","1급","奧","[[['깊을'], ['오']]]","大","10","13","22887","5967","U+5967"
"오","1급","懊","[[['한할'], ['오']]]","心","13","16","25034","61CA","U+61CA"
"오","1급","伍","[[['다섯사람'], ['오']]]","人","4","6","20237","4F0D","U+4F0D"
"오","1급","寤","[[['잠깰'], ['오']]]","宀","11","14","23524","5BE4","U+5BE4"
"오","특급Ⅱ","鰲","[[['자라'], ['오']]]","魚","11","22","39986","9C32","U+9C32"
"오","특급Ⅱ","塢","[[['산언덕'], ['오']]]","土","10","13","22626","5862","U+5862"
"오","특급Ⅱ","獒","[[['사나운개'], ['오']]]","犬","11","15","29522","7352","U+7352"
"오","특급Ⅱ","晤","[[['밝을'], ['오']]]","日","7","11","26212","6664","U+6664"
"오","특급Ⅱ","俉","[[['맞이할'], ['오']]]","人","7","9","20425","4FC9","U+4FC9"
"오","특급Ⅱ","蜈","[[['지네'], ['오']]]","虫","7","13","34568","8708","U+8708"
"오","특급Ⅱ","鼇","[[['자라'], ['오']]]","黽","11","24","40711","9F07","U+9F07"
"오","특급Ⅱ","筽","[[['버들고리'], ['오']]]","竹","7","13","31613","7B7D","U+7B7D"
"오","특급Ⅱ","旿","[[['밝을'], ['오']]]","日","4","8","26111","65FF","U+65FF"
"오","특급Ⅱ","澳","[[['물굽이'], ['오']]]","水","13","16","28595","6FB3","U+6FB3"
"오","특급Ⅱ","熬","[[['볶을'], ['오']]]","火","11","15","29100","71AC","U+71AC"
"오","특급Ⅱ","敖","[[['거만할'], ['오']]]","攴","7","11","25942","6556","U+6556"
"오","특급","珸","[[['아름다운돌'], ['오']]]","玉","7","11","29688","73F8","U+73F8"
"오","특급","忤","[[['거스를'], ['오']]]","心","4","7","24548","5FE4","U+5FE4"
"오","특급","汙","[[['더러울'], ['오']]]","水","3","6","27737","6C59","U+6C59"
"오","특급","隩","[[['감출'], ['오']]]","阜","13","16","38569","96A9","U+96A9"
"오","특급","嗸","[[['시끄러울'], ['오']]]","口","11","14","22008","55F8","U+55F8"
"오","특급","杇","[[['흙손'], ['오']]]","木","3","7","26439","6747","U+6747"
"오","특급","奡","[[['거만할'], ['오']]]","大","9","12","22881","5961","U+5961"
"옥","5급","屋","[[['집'], ['옥']]]","尸","6","9","23627","5C4B","U+5C4B"
"옥","4급Ⅱ","玉","[[['구슬'], ['옥']]]","玉","0","5","29577","7389","U+7389"
"옥","3급Ⅱ","獄","[[['옥[囚舍]'], ['옥']]]","犬","11","14","29508","7344","U+7344"
"옥","2급","鈺","[[['보배'], ['옥']]]","金","5","13","37434","923A","U+923A"
"옥","2급","沃","[[['기름질'], ['옥']]]","水","4","7","27779","6C83","U+6C83"
"옥","특급","鋈","[[['도금할'], ['옥']]]","金","7","15","37576","92C8","U+92C8"
"온","6급","溫","[[['따뜻할'], ['온']]]","水","10","13","28331","6EAB","U+6EAB"
"온","2급","穩","[[['편안할'], ['온']]]","禾","14","19","31337","7A69","U+7A69"
"온","1급","蘊","[[['쌓을'], ['온']]]","艸","16","20","34314","860A","U+860A"
"온","특급Ⅱ","瑥","[[['사람이름'], ['온']]]","玉","10","14","29797","7465","U+7465"
"온","특급Ⅱ","縕","[[['묵은솜'], ['온']]]","糸","10","16","32277","7E15","U+7E15"
"온","특급Ⅱ","瘟","[[['염병'], ['온']]]","疒","10","15","30239","761F","U+761F"
"온","특급","韞","[[['감출'], ['온']]]","韋","10","19","38878","97DE","U+97DE"
"온","특급","慍","[[['성낼'], ['온']]]","心","10","13","24909","614D","U+614D"
"온","특급","媼","[[['할미'], ['온']]]","女","10","13","23228","5ABC","U+5ABC"
"온","특급","昷","[[['온화할'], ['온']]]","日","5","9","26167","6637","U+6637"
"온","특급","醞","[[['술빚을'], ['온']]]","酉","10","17","37278","919E","U+919E"
"올","특급Ⅱ","兀","[[['우뚝할'], ['올']]]","儿","1","3","20800","5140","U+5140"
"올","특급","杌","[[['가지없는나무', '위태로울'], ['올']]]","木","3","7","26444","674C","U+674C"
"올","특급","扤","[[['움직일'], ['올']]]","手","3","6","25188","6264","U+6264"
"올","특급","卼","[[['위태할'], ['올']]]","卩","7","9","21372","537C","U+537C"
"옹","3급","擁","[[['낄'], ['옹']]]","手","13","16","25793","64C1","U+64C1"
"옹","3급","翁","[[['늙은이'], ['옹']]]","羽","4","10","32705","7FC1","U+7FC1"
"옹","2급","甕","[[['독'], ['옹']]]","瓦","13","18","29973","7515","U+7515"
"옹","2급","雍","[[['화(和)할'], ['옹']]]","隹","5","13","38605","96CD","U+96CD"
"옹","2급","邕","[[['막힐'], ['옹']]]","邑","3","10","37013","9095","U+9095"
"옹","1급","壅","[[['막을'], ['옹']]]","土","13","16","22725","58C5","U+58C5"
"옹","특급Ⅱ","瓮","[[['독'], ['옹']]]","瓦","4","9","29934","74EE","U+74EE"
"옹","특급Ⅱ","饔","[[['아침밥'], ['옹']]]","食","13","22","39252","9954","U+9954"
"옹","특급Ⅱ","癰","[[['종기'], ['옹']]]","疒","18","23","30320","7670","U+7670"
"옹","특급","灉","[[['물이름'], ['옹']]]","水","18","21","28745","7049","U+7049"
"옹","특급","雝","[[['화할', '할미새'], ['옹']]]","隹","10","18","38621","96DD","U+96DD"
"옹","특급","廱","[[['막힐'], ['옹']]]","广","18","21","24305","5EF1","U+5EF1"
"옹","특급","顒","[[['우러를'], ['옹']]]","頁","9","18","38994","9852","U+9852"
"와","3급Ⅱ","瓦","[[['기와'], ['와']]]","瓦","0","5","29926","74E6","U+74E6"
"와","3급","臥","[[['누울'], ['와']]]","臣","2","8","33253","81E5","U+81E5"
"와","1급","訛","[[['그릇될'], ['와']]]","言","4","11","35355","8A1B","U+8A1B"
"와","1급","渦","[[['소용돌이'], ['와']]]","水","9","12","28198","6E26","U+6E26"
"와","1급","蝸","[[['달팽이'], ['와']]]","虫","9","15","34680","8778","U+8778"
"와","특급Ⅱ","窪","[[['웅덩이'], ['와']]]","穴","9","14","31402","7AAA","U+7AAA"
"와","특급Ⅱ","蛙","[[['개구리'], ['와']]]","虫","6","12","34521","86D9","U+86D9"
"와","특급Ⅱ","窩","[[['움집'], ['와']]]","穴","9","14","31401","7AA9","U+7AA9"
"와","특급","吪","[[['움직일'], ['와']]]","口","4","7","21546","542A","U+542A"
"완","5급","完","[[['완전할'], ['완']]]","宀","4","7","23436","5B8C","U+5B8C"
"완","3급Ⅱ","緩","[[['느릴'], ['완']]]","糸","9","15","32233","7DE9","U+7DE9"
"완","2급","莞","[[['빙그레할'], ['완']], [['왕골'], ['관']]]","艸","7","11","33694","839E","U+839E"
"완","1급","婉","[[['순할', '아름다울'], ['완']]]","女","8","11","23113","5A49","U+5A49"
"완","1급","宛","[[['완연할'], ['완']]]","宀","5","8","23451","5B9B","U+5B9B"
"완","1급","玩","[[['즐길'], ['완']]]","玉","4","8","29609","73A9","U+73A9"
"완","1급","腕","[[['팔뚝'], ['완']]]","肉","8","12","33109","8155","U+8155"
"완","1급","阮","[[['성(姓)'], ['완']]]","阜","4","7","38446","962E","U+962E"
"완","1급","頑","[[['완고할'], ['완']]]","頁","4","13","38929","9811","U+9811"
"완","특급Ⅱ","豌","[[['완두'], ['완']]]","豆","8","15","35916","8C4C","U+8C4C"
"완","특급Ⅱ","椀","[[['주발[碗]'], ['완']]]","木","8","12","26880","6900","U+6900"
"완","특급Ⅱ","琓","[[['나라이름'], ['완']]]","玉","7","11","29715","7413","U+7413"
"완","특급Ⅱ","琬","[[['홀'], ['완']]]","玉","8","12","29740","742C","U+742C"
"완","특급Ⅱ","翫","[[['구경할'], ['완']]]","羽","9","15","32747","7FEB","U+7FEB"
"완","특급Ⅱ","碗","[[['주발[椀]'], ['완']]]","石","8","13","30871","7897","U+7897"
"완","특급Ⅱ","浣","[[['빨'], ['완']]]","水","7","10","28003","6D63","U+6D63"
"완","특급Ⅱ","脘","[[['중완[胃腑]'], ['완']]]","肉","7","11","33048","8118","U+8118"
"완","특급","婠","[[['품성좋을'], ['완']]]","女","8","11","23136","5A60","U+5A60"
"완","특급","盌","[[['주발'], ['완']]]","皿","5","10","30412","76CC","U+76CC"
"완","특급","垸","[[['회섞어바를'], ['완']]]","土","7","10","22456","57B8","U+57B8"
"왈","3급","曰","[[['가로'], ['왈']]]","曰","0","4","26352","66F0","U+66F0"
"왕","8급","王","[[['임금'], ['왕']]]","玉","0","4","29579","738B","U+738B"
"왕","4급Ⅱ","往","[[['갈'], ['왕']]]","彳","5","8","24448","5F80","U+5F80"
"왕","2급","汪","[[['넓을'], ['왕']]]","水","4","7","27754","6C6A","U+6C6A"
"왕","2급","旺","[[['왕성할'], ['왕']]]","日","4","8","26106","65FA","U+65FA"
"왕","1급","枉","[[['굽을'], ['왕']]]","木","4","8","26505","6789","U+6789"
"왜","2급","歪","[[['기울'], ['왜']], [['기울'], ['외']]]","止","5","9","27498","6B6A","U+6B6A"
"왜","2급","倭","[[['왜나라'], ['왜']]]","人","8","10","20525","502D","U+502D"
"왜","1급","矮","[[['난쟁이'], ['왜']]]","矢","8","13","30702","77EE","U+77EE"
"왜","특급Ⅱ","娃","[[['예쁠'], ['왜']], [['미인'], ['와']]]","女","6","9","23043","5A03","U+5A03"
"왜","특급","騧","[[['공골말'], ['왜']]]","馬","9","19","39463","9A27","U+9A27"
"외","8급","外","[[['바깥'], ['외']]]","夕","2","5","22806","5916","U+5916"
"외","3급","畏","[[['두려워할'], ['외']]]","田","4","9","30031","754F","U+754F"
"외","1급","巍","[[['높고클'], ['외']]]","山","18","21","24013","5DCD","U+5DCD"
"외","1급","猥","[[['외람할'], ['외']]]","犬","9","12","29477","7325","U+7325"
"외","특급Ⅱ","嵬","[[['높을'], ['외']]]","山","10","13","23916","5D6C","U+5D6C"
"요","5급Ⅱ","要","[[['요긴할'], ['요']]]","襾","3","9","35201","8981","U+8981"
"요","5급","曜","[[['빛날'], ['요']]]","日","14","18","26332","66DC","U+66DC"
